fp1,fp2
446.48,403.13
445.69,403.15
445.66,402.87
444.85,402.73
445,403.66
444.46,403.18
443.93,403.45
443.9,403.56
444,403.3
443.33,403.52
443.23,403.57
443.04,403.7
442.57,403.09
442.36,402.7
441.9,402.89
441.14,403.08
440.47,402.42
440.34,402.66
438.91,402.08
439.26,401.97
437.86,401.5
436.98,401.28
436.62,400.92
435.05,400.69
434.1,399.92
432.85,399.92
432.19,399.56
430.58,399.2
429.75,398.73
428.51,398.21
426.86,397.96
426.02,397.33
424.84,397.08
423.44,396.69
422.1,396.39
420.63,396.11
419.39,395.87
418.23,395.86
416.7,395.04
415.31,395.15
414.21,395.17
412.92,394.79
411.76,394.95
410.04,394.65
408.9,394.1
408.21,393.82
406.67,393.65
405.36,393.85
404.16,393.9
403.56,393.62
402.2,393.59
401.74,393.87
400.53,393.84
399.73,393.07
399.52,393.62
398.24,393.34
397.83,393.17
397.14,393.04
396.89,393.03
395.84,392.79
395.71,393.09
395.15,392.81
395.4,393.09
395.14,392.59
394.65,392.26
395.06,392.04
395.41,392.28
395.11,392.29
395.07,391.82
394.97,391.51
395.34,391.65
395.67,391.24
395.73,391.16
396.36,391.26
395.81,390.63
396.2,390.35
396.37,390.19
396.39,389.44
397.05,389.86
396.71,389.94
396.67,389.72
395.97,389.38
396.35,389.63
395.76,390.04
395.43,390.37
395.29,390.53
394.92,390.26
394.09,390.72
394.06,391.73
393.92,392.06
393.61,392.03
392.76,392.72
392.32,393.13
392.18,394.06
391.28,394.69
390.81,394.99
389.86,395.61
389.76,396.85
388.88,396.95
388.42,397.8
388.15,398.02
387.67,398.7
386.72,399.03
386.16,399.63
385.59,400.26
384.81,400.99
384.04,401.13
382.92,401.45
382.7,402.14
381.81,402.63
381.15,403.89
380.17,404.13
379.09,404.35
378.83,404.43
377.77,404.84
377.34,405.22
376.6,405.96
375.61,406.2
374.59,406.44
373.14,406.33
372.47,407.43
371.04,407.45
370.23,407.67
369.35,408.27
368.21,408.74
366.87,409.39
366.23,409.69
364.63,409.85
363.58,410.48
362.51,410.43
361.83,411.22
360.8,411.38
359.54,411.68
359.77,411.6
358.93,412.48
357.58,412.75
357.32,413.35
356.94,413.43
356.75,413.79
356.08,414.42
356.35,414.88
356.32,415.43
356.22,415.82
355.86,416.37
356.1,417
356.22,417.3
355.94,417.8
356.15,418.73
356.78,419.17
356.56,419.88
356.78,420.24
356.64,420.43
356.28,421.55
355.94,421.44
356.2,423.06
355.8,423.15
355.66,424.03
355.05,424.79
355.37,425.15
354.86,425.84
354.34,426.61
353.64,426.96
353.21,428
353.59,428.69
352.93,429.38
352.05,430.09
351.66,430.56
351.27,431.55
350.65,431.38
350.31,432.75
349.15,433.44
348.7,434.12
348.06,434.54
347.28,435.39
346.94,435.69
345.96,436.73
345.46,437.2
344.58,437.86
343.91,438.46
343.6,439.01
343.21,439.94
342.09,440.33
341.86,441.48
341.29,441.48
340.57,442.69
340.43,443.32
339.83,444.09
339.85,444.72
338.88,445.6
339.48,446.12
338.8,446.97
339.03,448.37
339.18,448.76
338.85,449.69
339.25,450.27
339.49,451.45
339.33,451.97
339.3,452.6
339.6,452.87
339.95,453.53
340.25,455.24
340.38,455.59
340.53,456.39
340.87,456.6
341.27,456.88
341.61,457.92
342.21,458.97
342.36,459.21
342.53,459.65
342.73,460.17
343.52,460.42
343.61,460.99
344.13,461.79
344.25,462.37
345.1,462.91
345.49,463.27
345.72,464.12
346.18,464.37
346.18,464.94
346.55,465.13
346.25,465.46
346.71,466.39
347.19,466.03
346.88,466.53
347.42,467.02
347.81,467.43
347.8,467.62
347.96,467.95
348.49,468.19
348.27,468.3
348.8,468.22
348.77,468.22
348.89,468.35
349.31,468.33
349.08,468.46
349.24,468.1
348.83,468.38
348.78,467.85
348.68,468.01
348.68,467.82
348.38,468.35
348.2,467.69
347.88,467.49
347.21,467.43
347.39,467.3
346.73,467.02
345.86,467.18
345.07,467.02
345.09,466.83
344.21,466.61
343.28,467.05
342.57,467.21
341.82,467.57
341.4,467.1
341.14,466.74
339.57,467.18
338.77,467.93
338.09,467.46
337.19,468.09
336.47,468.04
335.38,467.84
334.4,468.15
333.95,468.2
332.52,468.37
331.7,468.89
331.07,468.86
329.87,469.25
329.42,469.58
328.31,469.47
327.6,469.8
326.62,470.29
325.93,470.48
325.76,470.65
324.84,471.86
323.99,471.23
323.16,471.15
322.51,471.83
321.68,472.16
320.91,472.49
320.22,472.8
319.51,473.16
318.7,473.43
317.54,474.09
316.94,474.67
316.33,474.67
315.92,475.16
315.21,475.46
314.04,475.87
313.51,475.98
312.94,477.28
311.89,477.99
311.5,478.54
311,478.68
310.3,479.03
309.42,479.99
308.93,480.68
308.11,481.2
308.03,482
306.72,482.47
306.2,482.77
305.33,483.59
305.34,483.67
303.99,485.3
303.18,485.49
302.68,486.37
301.79,487.22
300.91,488.02
300.03,488.95
299.32,489.55
298.56,490.46
298.17,491.06
296.99,492.16
295.92,493.04
295.16,493.84
294.76,494.72
293.43,495.49
292.32,496.78
292.37,497.42
291.13,498.4
289.92,499.25
289.47,499.67
288.71,501.07
288.46,501.81
287.74,502.64
286.32,503.38
285.58,504.53
285.07,505.25
284.08,505.99
283.84,507.47
283.04,507.78
282.23,508.88
282,509.26
281.62,510.22
280.91,511.43
280.17,512.12
279.74,512.97
278.7,513.33
277.63,513.49
277.05,514.76
276.49,515.28
275.54,515.72
275.08,516.52
274.33,517.59
273.3,517.62
272.45,518.99
271.57,519.74
270.67,520.53
270.06,521.63
268.87,522.54
267.81,523.34
267.02,525.04
266.15,526
264.76,527.32
263.98,528.47
263.02,529.38
261.72,531.03
260.39,532.76
259.71,533.23
258.12,534.68
257.54,536.39
256.73,538.31
255.71,538.83
254.34,540.15
253.77,541.47
252.72,542.9
251.36,543.56
250.58,544.66
250.17,545.81
248.44,546.69
247.95,548.04
246.91,548.84
246.11,549.8
245.19,550.73
244.3,551.61
243.19,552.79
242.67,553.37
241.57,553.97
240.7,10.04
